PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene
193.50 ,369.00 ,103.55 ,155.40 ,166.90 ,20.98 ,2.20 ,26.50 ,7.72 ,6.25 ,9.75 
99.08 ,163.63 ,72.41 ,53.57 ,126.05 ,30.87 ,1.30 ,10.77 ,6.55 ,39.45 ,46.56 
19.56 ,67.62 ,14.83 ,10.61 ,23.80 ,12.57 ,0.85 ,7.50 ,23.56 ,1.41 ,1.68 
113.46 ,169.49 ,2.37 ,36.75 ,39.08 ,31.25 ,0.52 ,17.32 ,72.90 ,1.12 ,3.58 
4.10 ,20.05 ,25.67 ,19.84 ,23.40 ,40.34 ,1.19 ,1.49 ,30.68 ,0.13 ,0.41 
33.78 ,39.86 ,10.81 ,27.92 ,38.85 ,14.26 ,0.84 ,1.97 ,7.08 ,37.51 ,10.37 
59.46 ,108.66 ,4.86 ,17.69 ,18.37 ,21.42 ,0.76 ,4.46 ,28.53 ,0.80 ,1.77 
24.44 ,47.10 ,7.58 ,12.11 ,17.41 ,35.44 ,0.43 ,11.30 ,28.58 ,0.16 ,3.76 
56.92 ,149.40 ,9.22 ,43.30 ,29.15 ,18.73 ,0.65 ,9.99 ,30.06 ,3.06 ,35.12 
25.60 ,43.25 ,5.07 ,17.28 ,11.95 ,10.00 ,0.25 ,4.53 ,19.99 ,0.45 ,5.73 
19.44 ,58.21 ,13.94 ,29.82 ,32.90 ,17.45 ,0.63 ,3.79 ,26.91 ,1.14 ,4.14 
29.04 ,56.35 ,2.39 ,22.35 ,11.71 ,9.41 ,0.44 ,3.00 ,57.92 ,0.48 ,3.46 
70.09 ,86.06 ,10.59 ,11.97 ,22.55 ,4.96 ,0.51 ,11.03 ,14.27 ,4.12 ,2.15 
52.28 ,66.86 ,0.96 ,2.92 ,1.24 ,3.14 ,0.39 ,6.47 ,40.41 ,429.37 ,429.37 
6.25 ,11.50 ,3.05 ,13.62 ,9.75 ,3.20 ,0.45 ,7.87 ,14.40 ,1.05 ,2.80 
69.21 ,145.98 ,12.63 ,54.03 ,55.07 ,26.42 ,1.53 ,11.59 ,46.28 ,1.37 ,2.45 
53.75 ,137.50 ,8.77 ,11.10 ,13.00 ,13.30 ,0.57 ,9.11 ,37.65 ,3.18 ,5.50 
120.91 ,150.12 ,13.56 ,12.39 ,22.58 ,5.20 ,0.88 ,6.99 ,21.69 ,3.65 ,4.63 
133.51 ,451.61 ,70.45 ,101.35 ,167.58 ,32.67 ,9.03 ,23.25 ,44.77 ,9.46 ,42.14 
39.13 ,57.23 ,5.03 ,72.28 ,77.31 ,0.04 ,1.25 ,1.52 ,8.54 ,1.54 ,6.29 
365.93 ,347.41 ,22.54 ,76.89 ,35.69 ,28.38 ,0.41 ,18.50 ,101.17 ,3.69 ,7.40 
115.72 ,188.68 ,43.47 ,58.76 ,100.52 ,23.87 ,1.37 ,10.19 ,15.79 ,2.69 ,8.32 
57.05 ,225.10 ,2.53 ,21.91 ,18.85 ,20.39 ,0.71 ,8.93 ,119.63 ,0.55 ,0.36 
117.75 ,193.25 ,70.88 ,126.85 ,125.07 ,20.82 ,1.69 ,36.75 ,2.90 ,6.05 ,12.38 
64.32 ,122.18 ,12.31 ,62.81 ,39.34 ,12.66 ,0.78 ,9.30 ,77.04 ,1.16 ,1.06 
12.19 ,57.19 ,53.14 ,12.56 ,47.41 ,10.35 ,0.39 ,5.53 ,23.46 ,1.22 ,7.99 
33.72 ,103.01 ,8.98 ,34.93 ,32.94 ,14.83 ,0.87 ,6.65 ,76.62 ,0.75 ,3.47 
14.47 ,39.49 ,11.72 ,21.48 ,29.84 ,17.42 ,0.70 ,6.52 ,12.73 ,0.40 ,1.03 
12.00 ,27.00 ,1.55 ,20.65 ,12.28 ,11.48 ,1.02 ,2.02 ,11.18 ,2.30 ,6.12 
72.08 ,167.22 ,8.30 ,37.78 ,27.81 ,30.66 ,1.08 ,15.00 ,34.32 ,3.14 ,16.55 
62.35 ,163.94 ,2.68 ,50.27 ,28.85 ,28.28 ,1.05 ,14.05 ,21.55 ,9.33 ,87.06 
188.39 ,480.13 ,231.20 ,167.72 ,133.78 ,94.13 ,1.48 ,89.71 ,48.24 ,7.36 ,36.16 
6.00 ,33.75 ,3.42 ,13.47 ,9.93 ,5.88 ,0.80 ,6.30 ,61.80 ,1.65 ,3.85 
78.21 ,174.95 ,10.49 ,55.30 ,37.66 ,22.85 ,1.36 ,25.27 ,64.34 ,3.72 ,19.34 
31.15 ,45.00 ,1.53 ,18.10 ,10.87 ,10.10 ,0.41 ,2.82 ,19.36 ,2.94 ,14.08 
65.50 ,106.65 ,7.53 ,48.15 ,30.80 ,14.08 ,0.72 ,4.53 ,11.33 ,2.28 ,13.70 
41.67 ,89.98 ,6.35 ,26.78 ,27.28 ,13.11 ,0.67 ,10.67 ,39.68 ,0.22 ,3.06 
124.75 ,290.75 ,3.50 ,51.25 ,30.10 ,25.95 ,0.96 ,19.65 ,93.60 ,8.90 ,15.33 
77.82 ,119.21 ,7.79 ,18.81 ,26.61 ,32.15 ,0.74 ,7.15 ,75.29 ,0.46 ,3.00 
119.09 ,237.38 ,5.70 ,84.62 ,90.34 ,31.47 ,0.87 ,6.51 ,24.45 ,11.84 ,13.94 
39.03 ,136.78 ,15.84 ,29.00 ,24.61 ,26.76 ,0.62 ,12.53 ,66.58 ,1.61 ,12.16 
46.50 ,90.97 ,8.72 ,32.53 ,36.01 ,12.78 ,1.10 ,9.90 ,50.33 ,0.50 ,1.14 
28.10 ,51.89 ,8.55 ,13.22 ,21.66 ,12.50 ,0.28 ,8.74 ,22.17 ,0.18 ,1.51 
56.76 ,96.98 ,17.40 ,13.63 ,31.02 ,12.57 ,2.04 ,16.89 ,15.72 ,5.96 ,2.27 
29.86 ,75.41 ,2.47 ,3.50 ,5.66 ,3.90 ,1.65 ,3.49 ,38.19 ,0.55 ,1.33 
29.12 ,63.38 ,6.08 ,25.96 ,17.91 ,15.40 ,0.48 ,4.69 ,27.88 ,1.28 ,7.23 
35.00 ,82.75 ,3.18 ,14.93 ,9.60 ,10.80 ,0.89 ,2.60 ,102.20 ,2.65 ,3.67 
39.90 ,56.48 ,4.48 ,36.96 ,19.34 ,22.40 ,0.80 ,3.23 ,27.88 ,2.64 ,5.09 
108.42 ,268.58 ,116.84 ,52.92 ,75.41 ,55.75 ,1.08 ,26.31 ,27.31 ,5.62 ,12.48 
95.24 ,163.88 ,8.69 ,21.00 ,23.30 ,23.05 ,10.41 ,7.17 ,33.82 ,1.52 ,3.47 
20.52 ,116.12 ,10.15 ,29.60 ,14.92 ,26.40 ,0.92 ,5.67 ,22.43 ,0.40 ,0.52 
50.00 ,106.88 ,3.70 ,17.68 ,4.96 ,13.10 ,0.13 ,7.86 ,43.68 ,0.09 ,1.13 
45.00 ,51.53 ,3.05 ,0.26 ,4.03 ,24.02 ,0.32 ,6.85 ,6.34 ,0.14 ,0.58 
41.08 ,102.83 ,15.46 ,29.57 ,14.15 ,6.10 ,0.44 ,4.07 ,15.85 ,1.94 ,6.57 
39.25 ,76.25 ,2.28 ,6.02 ,5.05 ,10.23 ,0.56 ,2.45 ,59.45 ,1.75 ,4.65 
112.15 ,179.59 ,10.21 ,30.94 ,27.28 ,37.24 ,0.77 ,8.65 ,46.16 ,2.35 ,12.33 
15.70 ,41.36 ,10.84 ,23.81 ,27.49 ,18.55 ,0.80 ,4.93 ,12.17 ,0.32 ,2.04 
6.75 ,61.25 ,10.12 ,91.60 ,56.90 ,3.40 ,0.62 ,4.33 ,22.68 ,1.22 ,2.77 
17.39 ,43.36 ,4.25 ,11.71 ,15.91 ,15.00 ,0.33 ,4.89 ,24.04 ,2.44 ,13.35 
52.31 ,79.53 ,1.10 ,3.32 ,1.38 ,3.67 ,0.38 ,11.48 ,63.94 ,0.43 ,0.16 
5.06 ,8.00 ,1.13 ,3.46 ,1.48 ,3.70 ,0.20 ,5.54 ,31.62 ,0.11 ,0.33 
99.68 ,188.78 ,13.57 ,20.55 ,35.62 ,32.67 ,14.79 ,3.50 ,30.56 ,2.28 ,13.16 
76.90 ,123.99 ,7.07 ,21.63 ,18.66 ,33.00 ,0.78 ,18.92 ,80.76 ,2.68 ,16.04 
13.03 ,37.79 ,15.85 ,10.77 ,22.09 ,20.17 ,0.52 ,7.00 ,14.93 ,0.11 ,1.39 
92.86 ,395.50 ,8.36 ,13.67 ,22.02 ,21.86 ,0.88 ,7.64 ,51.08 ,0.20 ,1.58 
17.42 ,35.85 ,3.23 ,18.71 ,12.50 ,17.08 ,0.84 ,9.64 ,20.44 ,0.21 ,1.40 
16.28 ,45.11 ,3.13 ,12.70 ,13.35 ,19.55 ,0.43 ,12.07 ,37.66 ,0.25 ,10.66 
21.28 ,59.21 ,3.72 ,20.84 ,20.48 ,37.39 ,0.70 ,11.29 ,43.66 ,0.52 ,3.49 
47.75 ,79.50 ,4.62 ,32.22 ,19.15 ,14.92 ,1.03 ,5.48 ,19.50 ,4.95 ,8.45 
22.62 ,76.20 ,2.71 ,11.78 ,8.34 ,7.25 ,0.33 ,6.16 ,31.99 ,0.32 ,1.72 
25.19 ,71.76 ,5.26 ,19.31 ,21.72 ,9.50 ,0.82 ,5.62 ,28.11 ,1.50 ,2.49 
95.68 ,150.96 ,3.26 ,43.06 ,46.32 ,31.10 ,0.50 ,12.44 ,77.78 ,0.82 ,3.22 
31.80 ,40.06 ,6.17 ,11.62 ,15.92 ,23.06 ,0.95 ,6.50 ,51.69 ,1.18 ,0.12 
50.83 ,66.17 ,0.69 ,2.32 ,1.08 ,2.40 ,0.32 ,6.95 ,45.50 ,434.76 ,434.76 
34.16 ,65.12 ,57.25 ,1.91 ,59.16 ,10.49 ,2.04 ,3.68 ,30.45 ,1.41 ,4.01 
39.64 ,94.96 ,4.54 ,24.29 ,27.77 ,12.04 ,0.94 ,5.59 ,42.28 ,0.24 ,1.20 
18.60 ,37.86 ,6.23 ,15.76 ,19.06 ,9.25 ,0.59 ,5.27 ,22.37 ,0.96 ,1.07 
33.91 ,42.26 ,0.23 ,20.99 ,21.16 ,3.98 ,0.37 ,0.86 ,17.70 ,1.26 ,1.80 
43.50 ,197.64 ,19.82 ,28.06 ,47.53 ,20.85 ,0.94 ,7.24 ,48.59 ,1.73 ,8.10 
77.35 ,159.25 ,11.90 ,54.33 ,37.81 ,21.56 ,0.57 ,12.21 ,6.68 ,11.33 ,110.99 
18.80 ,74.39 ,24.02 ,16.95 ,33.14 ,17.36 ,0.77 ,7.77 ,22.45 ,0.31 ,2.06 
37.42 ,109.44 ,6.44 ,25.57 ,27.39 ,13.35 ,0.75 ,4.87 ,46.55 ,1.02 ,2.66 
106.26 ,253.38 ,5.86 ,29.17 ,35.04 ,3.38 ,2.50 ,3.28 ,20.44 ,6.03 ,10.13 
24.64 ,35.31 ,0.90 ,2.65 ,1.10 ,2.51 ,0.19 ,10.10 ,29.23 ,0.31 ,0.75 
217.99 ,381.37 ,61.38 ,64.39 ,126.21 ,63.49 ,2.00 ,16.20 ,54.49 ,3.71 ,8.63 
70.35 ,165.51 ,11.24 ,33.42 ,33.26 ,24.30 ,1.53 ,5.98 ,107.46 ,0.72 ,1.86 
12.50 ,16.50 ,2.25 ,3.83 ,3.55 ,3.33 ,0.18 ,7.62 ,27.10 ,1.90 ,2.00 
23.77 ,77.86 ,6.57 ,17.69 ,16.48 ,108.55 ,0.67 ,15.71 ,18.49 ,5.45 ,0.29 
120.12 ,290.88 ,11.82 ,61.62 ,16.96 ,32.08 ,0.33 ,33.89 ,6.29 ,0.27 ,3.28 
36.70 ,86.25 ,3.62 ,17.10 ,12.03 ,18.65 ,0.64 ,8.45 ,27.45 ,0.10 ,0.10 
99.48 ,142.38 ,5.50 ,77.50 ,83.01 ,22.68 ,0.39 ,15.46 ,21.06 ,0.29 ,0.53 
43.06 ,105.41 ,15.57 ,36.82 ,34.45 ,25.96 ,0.79 ,13.51 ,59.65 ,2.13 ,20.27 
47.39 ,93.38 ,43.38 ,68.21 ,111.31 ,43.27 ,1.64 ,14.58 ,57.38 ,3.62 ,10.47 
68.53 ,158.05 ,11.61 ,51.89 ,63.41 ,21.37 ,1.02 ,15.66 ,21.21 ,24.04 ,36.07 
26.36 ,112.67 ,6.87 ,18.32 ,15.75 ,25.20 ,0.60 ,9.73 ,84.73 ,0.71 ,11.60 
64.68 ,139.00 ,4.65 ,14.99 ,15.99 ,32.43 ,0.46 ,16.92 ,94.87 ,0.86 ,3.22 
16.00 ,42.00 ,2.08 ,23.41 ,8.48 ,8.22 ,0.26 ,5.37 ,54.67 ,0.02 ,0.53 
21.53 ,51.41 ,6.05 ,21.51 ,23.12 ,6.86 ,0.79 ,7.75 ,7.25 ,0.72 ,2.66 
50.08 ,113.66 ,3.60 ,48.41 ,25.67 ,24.31 ,0.98 ,1.86 ,56.76 ,0.73 ,0.72 
7.50 ,17.00 ,2.95 ,14.42 ,10.04 ,18.45 ,0.65 ,6.97 ,10.88 ,0.05 ,0.67 
72.77 ,149.48 ,44.76 ,67.66 ,94.50 ,32.22 ,3.05 ,14.58 ,9.19 ,2.21 ,11.72 
78.28 ,138.17 ,8.33 ,82.76 ,76.32 ,56.19 ,1.56 ,24.27 ,89.33 ,3.80 ,12.37 
53.93 ,87.59 ,2.89 ,21.93 ,22.22 ,16.69 ,0.88 ,5.99 ,28.52 ,1.31 ,34.99 
26.00 ,77.71 ,6.66 ,40.52 ,33.88 ,38.34 ,0.84 ,8.49 ,44.35 ,0.35 ,3.53 
16.65 ,38.21 ,4.98 ,19.69 ,24.67 ,10.98 ,0.45 ,2.68 ,20.84 ,14.24 ,8.94 
48.87 ,99.32 ,9.84 ,34.10 ,36.80 ,14.91 ,1.89 ,5.18 ,48.38 ,1.10 ,3.59 
11.74 ,64.56 ,6.04 ,20.27 ,15.82 ,39.40 ,0.51 ,1.88 ,52.70 ,0.67 ,2.02 
142.17 ,262.74 ,21.05 ,46.80 ,44.33 ,32.61 ,1.30 ,42.79 ,12.63 ,4.11 ,25.38 
66.31 ,202.56 ,12.94 ,9.18 ,33.17 ,11.05 ,0.74 ,3.15 ,11.62 ,9.75 ,7.54 
23.50 ,45.50 ,1.80 ,8.70 ,6.10 ,14.75 ,0.40 ,29.30 ,33.10 ,0.20 ,0.30 
21.12 ,42.78 ,141.70 ,19.56 ,172.28 ,14.10 ,0.44 ,3.44 ,126.69 ,1.54 ,6.12 
15.49 ,17.22 ,3.39 ,23.75 ,15.82 ,23.65 ,0.58 ,6.74 ,6.42 ,0.50 ,0.47 
30.07 ,89.64 ,17.20 ,52.40 ,44.51 ,30.72 ,1.19 ,11.88 ,26.55 ,3.97 ,29.99 
23.00 ,82.75 ,4.35 ,58.93 ,33.85 ,9.95 ,1.13 ,13.75 ,12.60 ,8.40 ,18.87 
26.70 ,56.75 ,15.24 ,31.58 ,31.82 ,35.04 ,1.12 ,9.45 ,21.35 ,1.87 ,29.84 
18.02 ,41.30 ,4.91 ,23.94 ,14.85 ,23.78 ,1.04 ,6.06 ,4.01 ,0.60 ,0.90 
13.53 ,37.15 ,12.41 ,19.94 ,21.46 ,20.10 ,0.53 ,10.56 ,63.22 ,0.97 ,6.57 
28.84 ,83.12 ,6.38 ,25.95 ,22.50 ,24.61 ,0.52 ,5.41 ,25.85 ,1.87 ,2.71 
54.58 ,94.83 ,20.86 ,21.83 ,38.03 ,16.07 ,0.78 ,10.03 ,35.90 ,0.83 ,3.84 
63.38 ,111.71 ,12.65 ,54.80 ,42.84 ,29.96 ,0.40 ,6.88 ,5.12 ,4.41 ,3.71 
55.00 ,93.00 ,3.90 ,21.35 ,14.55 ,9.35 ,0.56 ,7.40 ,85.05 ,5.10 ,8.65 
41.63 ,54.70 ,0.75 ,2.34 ,1.02 ,2.47 ,0.39 ,7.63 ,35.14 ,0.27 ,0.09 
52.46 ,117.40 ,2.13 ,43.65 ,24.92 ,16.23 ,0.53 ,6.76 ,46.13 ,1.85 ,10.69 
27.32 ,42.42 ,6.17 ,27.36 ,33.53 ,35.17 ,0.80 ,4.50 ,45.86 ,0.09 ,5.08 
31.75 ,77.25 ,1.40 ,20.80 ,12.20 ,7.30 ,0.44 ,22.15 ,50.15 ,0.17 ,1.52 
14.21 ,30.12 ,6.30 ,17.37 ,20.42 ,16.15 ,0.52 ,4.70 ,33.59 ,21.52 ,30.15 
38.50 ,112.00 ,4.25 ,13.62 ,10.70 ,5.53 ,0.39 ,5.78 ,29.48 ,1.88 ,3.08 
131.31 ,320.12 ,20.81 ,60.47 ,60.12 ,34.64 ,13.17 ,23.91 ,61.89 ,3.70 ,10.77 
185.48 ,332.64 ,68.30 ,51.77 ,89.68 ,46.14 ,1.86 ,11.74 ,19.87 ,5.23 ,30.89 
23.67 ,18.52 ,9.39 ,26.92 ,32.54 ,33.34 ,0.93 ,5.90 ,31.36 ,2.64 ,7.77 
94.88 ,178.45 ,7.06 ,24.04 ,31.10 ,35.07 ,0.88 ,11.51 ,89.58 ,2.77 ,5.82 
54.01 ,78.18 ,0.88 ,2.53 ,1.05 ,2.63 ,0.42 ,5.69 ,42.28 ,0.16 ,0.50 
52.75 ,92.50 ,12.33 ,11.97 ,18.60 ,14.28 ,0.66 ,19.90 ,79.60 ,0.53 ,1.70 
21.14 ,55.49 ,6.51 ,14.38 ,18.37 ,6.40 ,0.64 ,6.98 ,7.04 ,0.28 ,0.81 
66.21 ,114.44 ,23.15 ,54.73 ,58.99 ,24.54 ,0.87 ,9.50 ,44.68 ,2.23 ,3.57 
47.50 ,115.64 ,5.98 ,16.14 ,18.89 ,28.57 ,0.51 ,8.66 ,20.63 ,1.05 ,0.26 
32.44 ,77.38 ,7.99 ,25.49 ,26.75 ,30.97 ,0.64 ,9.24 ,60.35 ,1.23 ,9.28 
37.58 ,85.79 ,14.39 ,44.25 ,58.71 ,25.78 ,0.92 ,8.38 ,12.80 ,12.63 ,19.36 
20.00 ,51.50 ,1.15 ,12.93 ,7.85 ,9.55 ,1.09 ,12.85 ,12.60 ,1.75 ,10.27 
30.14 ,72.93 ,0.76 ,5.03 ,3.08 ,65.85 ,0.30 ,12.25 ,75.77 ,2.35 ,0.45 
164.28 ,217.64 ,41.09 ,38.83 ,79.12 ,34.85 ,2.43 ,6.19 ,18.27 ,4.08 ,1.10 
12.40 ,25.88 ,9.95 ,17.25 ,19.78 ,14.47 ,0.43 ,3.08 ,25.25 ,0.15 ,0.44 
499.94 ,568.58 ,33.48 ,72.10 ,32.45 ,60.27 ,1.14 ,14.60 ,33.58 ,6.66 ,8.92 
33.25 ,97.00 ,7.08 ,23.32 ,18.18 ,5.70 ,0.73 ,3.12 ,17.00 ,2.62 ,3.23 
15.14 ,35.14 ,3.09 ,7.02 ,10.15 ,14.09 ,0.32 ,6.88 ,54.56 ,1.33 ,9.08 
99.56 ,175.56 ,2.99 ,95.74 ,98.74 ,30.68 ,0.88 ,11.66 ,50.68 ,15.02 ,12.81 
36.19 ,51.36 ,9.39 ,26.41 ,35.82 ,18.61 ,0.49 ,3.93 ,39.28 ,16.04 ,7.14 
187.17 ,641.60 ,251.84 ,183.13 ,118.85 ,103.22 ,0.59 ,66.21 ,100.49 ,10.90 ,47.10 
213.91 ,312.10 ,42.49 ,41.89 ,86.60 ,59.41 ,2.06 ,20.73 ,87.65 ,4.24 ,4.59 
84.75 ,113.50 ,0.25 ,12.20 ,6.70 ,10.38 ,0.10 ,15.60 ,103.88 ,0.20 ,2.55 
18.17 ,51.60 ,2.38 ,13.08 ,7.56 ,30.32 ,0.30 ,7.33 ,19.03 ,0.33 ,4.68 
57.66 ,188.73 ,13.59 ,42.52 ,52.91 ,25.24 ,0.77 ,11.73 ,58.54 ,3.17 ,9.86 
21.15 ,65.12 ,5.93 ,15.68 ,13.18 ,13.27 ,0.42 ,6.41 ,12.76 ,0.26 ,3.74 
16.00 ,39.50 ,1.45 ,3.95 ,3.30 ,6.70 ,0.57 ,23.70 ,48.60 ,0.10 ,0.20 
58.00 ,119.25 ,2.75 ,10.40 ,7.70 ,7.40 ,0.56 ,9.02 ,66.07 ,2.80 ,15.05 
26.40 ,56.17 ,16.79 ,9.69 ,26.17 ,12.05 ,0.77 ,9.22 ,43.02 ,1.52 ,1.76 
9.25 ,29.75 ,1.73 ,9.22 ,6.30 ,10.70 ,0.88 ,10.28 ,14.53 ,1.05 ,3.23 
139.09 ,258.00 ,53.85 ,109.80 ,159.78 ,48.65 ,2.44 ,48.83 ,93.84 ,12.31 ,36.79 
85.75 ,148.75 ,7.20 ,22.70 ,17.90 ,10.48 ,0.96 ,3.87 ,19.80 ,4.70 ,18.55 
50.92 ,126.44 ,27.10 ,47.38 ,31.70 ,18.87 ,0.66 ,35.18 ,37.08 ,2.67 ,17.59 
76.60 ,115.82 ,12.71 ,9.04 ,15.97 ,31.48 ,0.56 ,7.94 ,14.48 ,2.16 ,2.12 
24.77 ,57.46 ,17.71 ,27.06 ,33.89 ,27.05 ,0.85 ,5.74 ,26.55 ,0.30 ,1.93 
70.91 ,146.20 ,12.52 ,54.10 ,44.63 ,14.60 ,0.98 ,5.85 ,34.19 ,2.04 ,6.08 
6.00 ,10.00 ,11.46 ,0.19 ,15.39 ,11.87 ,0.17 ,10.84 ,8.30 ,0.09 ,0.17 
25.35 ,38.92 ,4.15 ,42.30 ,46.45 ,11.68 ,1.35 ,1.62 ,4.40 ,1.85 ,6.88 
42.68 ,95.56 ,13.02 ,48.56 ,51.20 ,34.42 ,1.46 ,10.01 ,52.44 ,1.05 ,2.44 
8.25 ,25.25 ,2.75 ,9.65 ,7.38 ,8.05 ,0.50 ,13.15 ,43.25 ,0.20 ,0.43 
46.75 ,160.25 ,5.93 ,32.37 ,22.07 ,11.12 ,0.41 ,7.70 ,47.25 ,4.12 ,9.93 
86.44 ,179.37 ,24.15 ,92.94 ,62.78 ,15.15 ,1.32 ,9.14 ,34.54 ,4.13 ,2.07 
82.62 ,141.60 ,27.27 ,66.25 ,56.05 ,30.40 ,1.22 ,7.31 ,13.13 ,10.44 ,41.91 
8.75 ,20.90 ,1.79 ,10.68 ,5.81 ,10.22 ,0.24 ,6.54 ,21.91 ,0.06 ,0.71 
59.96 ,156.20 ,15.34 ,51.68 ,67.09 ,22.75 ,0.77 ,15.48 ,54.88 ,9.86 ,11.56 
70.44 ,161.44 ,8.05 ,44.78 ,24.15 ,7.74 ,1.03 ,4.25 ,8.66 ,3.24 ,15.31 
8.81 ,25.98 ,1.20 ,8.80 ,5.62 ,24.13 ,0.32 ,6.10 ,48.44 ,1.45 ,0.44 
37.25 ,87.25 ,4.17 ,33.77 ,21.38 ,21.18 ,0.78 ,8.98 ,9.80 ,0.10 ,0.48 
79.58 ,177.35 ,4.35 ,61.40 ,36.16 ,14.15 ,0.72 ,14.22 ,29.74 ,5.97 ,47.32 
8.41 ,29.68 ,6.78 ,19.14 ,23.64 ,12.26 ,0.82 ,3.24 ,41.28 ,0.09 ,0.61 
20.25 ,93.25 ,4.10 ,18.18 ,13.00 ,6.58 ,0.22 ,8.28 ,30.63 ,4.75 ,7.17 
25.74 ,47.99 ,10.06 ,34.30 ,44.37 ,15.69 ,0.66 ,7.03 ,12.67 ,23.71 ,27.16 
38.71 ,90.58 ,22.51 ,36.51 ,55.69 ,15.99 ,0.68 ,3.71 ,35.83 ,1.94 ,2.62 
57.23 ,100.44 ,1.13 ,2.99 ,2.82 ,2.38 ,2.00 ,3.53 ,48.99 ,1.37 ,1.38 
38.77 ,106.69 ,6.13 ,22.88 ,18.47 ,25.17 ,0.85 ,8.18 ,56.73 ,2.24 ,19.50 
48.28 ,117.58 ,3.07 ,18.35 ,20.98 ,4.80 ,0.50 ,2.51 ,22.54 ,2.87 ,7.02 
30.54 ,38.42 ,6.32 ,22.02 ,20.94 ,49.26 ,0.68 ,12.88 ,57.87 ,2.81 ,3.52 
72.50 ,115.00 ,12.67 ,66.78 ,13.99 ,51.53 ,0.36 ,74.98 ,25.25 ,0.03 ,1.34 
17.46 ,41.50 ,4.51 ,12.13 ,14.68 ,5.80 ,0.55 ,7.58 ,12.81 ,0.81 ,2.23 
98.25 ,128.25 ,4.93 ,54.95 ,33.23 ,18.05 ,0.88 ,15.22 ,24.00 ,0.10 ,1.80 
53.01 ,94.53 ,10.14 ,26.30 ,27.06 ,19.95 ,0.80 ,4.98 ,38.79 ,1.48 ,4.30 
96.68 ,205.26 ,3.54 ,27.14 ,21.31 ,26.96 ,0.59 ,9.36 ,70.10 ,2.16 ,8.30 
207.59 ,344.22 ,43.68 ,61.19 ,83.09 ,52.78 ,2.17 ,25.24 ,175.45 ,3.26 ,7.98 
31.60 ,91.09 ,63.73 ,42.42 ,72.53 ,13.40 ,1.56 ,12.41 ,7.36 ,0.56 ,4.30 
27.46 ,44.89 ,6.22 ,22.79 ,29.05 ,23.39 ,0.61 ,11.26 ,48.87 ,7.85 ,11.50 
11.00 ,35.00 ,1.60 ,6.78 ,4.90 ,8.90 ,0.63 ,12.93 ,47.20 ,0.10 ,0.45 
101.26 ,171.34 ,130.43 ,44.33 ,174.77 ,13.37 ,1.95 ,3.76 ,9.57 ,43.12 ,62.18 
46.69 ,120.98 ,7.80 ,32.48 ,40.20 ,20.59 ,0.59 ,29.60 ,72.57 ,7.91 ,17.74 
50.75 ,118.88 ,4.10 ,34.00 ,8.57 ,16.40 ,0.22 ,7.64 ,41.61 ,0.10 ,1.16 
140.00 ,223.54 ,31.56 ,64.33 ,62.93 ,55.87 ,1.64 ,13.05 ,26.51 ,4.20 ,31.25 
22.54 ,65.07 ,2.90 ,10.42 ,11.07 ,16.13 ,0.73 ,15.18 ,49.67 ,0.47 ,22.70 
70.68 ,107.82 ,23.92 ,39.56 ,208.14 ,44.34 ,1.13 ,10.40 ,74.21 ,1.40 ,4.47 
242.04 ,405.56 ,127.12 ,109.71 ,84.50 ,38.36 ,2.70 ,10.66 ,33.98 ,4.38 ,7.77 
281.39 ,485.83 ,84.49 ,90.61 ,127.09 ,49.69 ,2.89 ,12.75 ,26.58 ,6.50 ,55.22 
9.05 ,18.75 ,3.88 ,15.33 ,11.31 ,7.28 ,0.27 ,4.04 ,13.72 ,0.15 ,0.35 
122.57 ,259.46 ,22.60 ,62.24 ,69.73 ,27.18 ,7.79 ,20.64 ,49.75 ,4.35 ,11.03 
17.46 ,50.94 ,4.66 ,17.78 ,18.56 ,34.77 ,0.62 ,7.94 ,40.20 ,0.19 ,2.12 
49.75 ,81.94 ,2.31 ,26.94 ,16.07 ,19.77 ,0.45 ,4.85 ,33.41 ,0.73 ,1.47 
17.94 ,54.47 ,7.03 ,22.67 ,23.00 ,29.36 ,0.57 ,6.31 ,23.02 ,0.29 ,1.99 
525.50 ,94.00 ,24.36 ,21.61 ,44.78 ,10.88 ,1.44 ,7.28 ,2.92 ,1.99 ,27.52 
45.24 ,74.65 ,9.57 ,22.76 ,22.37 ,16.52 ,0.54 ,4.14 ,23.91 ,0.36 ,0.98 
52.22 ,60.07 ,5.51 ,23.08 ,28.59 ,86.56 ,0.79 ,7.27 ,31.26 ,0.25 ,0.76 
45.00 ,87.45 ,2.80 ,22.29 ,14.06 ,20.12 ,0.34 ,6.92 ,45.35 ,0.61 ,2.90 
17.23 ,51.20 ,9.50 ,30.41 ,25.68 ,27.52 ,0.83 ,9.66 ,31.22 ,1.57 ,14.53 
53.25 ,95.25 ,2.62 ,40.90 ,23.90 ,13.42 ,0.51 ,16.00 ,13.67 ,2.52 ,5.60 
11.00 ,59.00 ,21.45 ,35.55 ,36.35 ,11.40 ,0.87 ,17.67 ,5.80 ,6.30 ,9.17 
21.87 ,60.13 ,14.70 ,7.70 ,22.15 ,37.90 ,0.67 ,5.32 ,14.91 ,3.81 ,2.14 
